Record_Date,Company_Name,Job_Role,Experience_Level,City,Salary_INR,Demand_Index,Remote_Option_Flag,Salary_Trend_Pct,Skills_Required
2022-12-21,IBM India,DevOps Engineer,12+ years,Delhi,1650656,54,1,-0.04,"Linux, Docker, Kubernetes, AWS"
2022-12-21,Paytm,DevOps Engineer,3-5 years,Hyderabad,952189,43,0,0.98,"Linux, Docker, Kubernetes, AWS"
2022-12-22,Swiggy,Digital Marketing Specialist,3-5 years,Chennai,887031,93,0,6.89,"Communication, Problem Solving, Team Work"
2022-12-22,Maruti Suzuki,Data Analyst,8-12 years,Gurugram,679925,87,1,9.73,"SQL, Excel, Power BI, Python"
2022-12-22,IBM India,Operations Manager,0-1 years,Delhi,1960378,40,0,7.71,"Communication, Problem Solving, Team Work"
2022-12-22,Zomato,Operations Manager,1-3 years,Noida,1167231,81,0,3.56,"Communication, Problem Solving, Team Work"
2022-12-22,Jio Platforms,HR Manager,3-5 years,Bangalore,1567095,52,0,3.44,"Communication, Problem Solving, Team Work"
2022-12-22,Axis Bank,Operations Manager,12+ years,Chennai,597063,36,1,0.73,"Communication, Problem Solving, Team Work"
2022-12-22,ICICI Bank,HR Manager,12+ years,Gurugram,1063588,52,1,0.02,"Communication, Problem Solving, Team Work"
2022-12-22,HCL Technologies,Finance Analyst,8-12 years,Noida,995348,29,1,8.1,"Communication, Problem Solving, Team Work"
2022-12-22,HDFC Bank,UI/UX Designer,5-8 years,Mumbai,735020,11,0,3.63,"Communication, Problem Solving, Team Work"
2022-12-22,Accenture India,Business Analyst,12+ years,Pune,1454558,59,0,7.86,"Excel, SQL, Power BI, Business Intelligence"
2022-12-22,Jio Platforms,DevOps Engineer,0-1 years,Hyderabad,636532,67,0,1.77,"Linux, Docker, Kubernetes, AWS"
2022-12-22,Kotak Mahindra Bank,DevOps Engineer,8-12 years,Hyderabad,991452,94,0,3.0,"Linux, Docker, Kubernetes, AWS"
2022-12-23,Accenture India,Finance Analyst,8-12 years,Gurugram,787964,47,1,10.8,"Communication, Problem Solving, Team Work"
2022-12-23,Swiggy,Backend Developer,0-1 years,Ahmedabad,1232209,39,0,6.54,"Python, Java, SQL, APIs"
2022-12-23,ICICI Bank,Cybersecurity Analyst,5-8 years,Delhi,939198,30,1,7.53,"Communication, Problem Solving, Team Work"
2022-12-23,Indian Oil Corporation,Backend Developer,12+ years,Mumbai,1164275,21,1,2.25,"Python, Java, SQL, APIs"
2022-12-23,Wipro,Digital Marketing Specialist,3-5 years,Gurugram,1107889,87,1,-2.91,"Communication, Problem Solving, Team Work"
2022-12-23,Hindustan Unilever,Backend Developer,1-3 years,Ahmedabad,1589631,19,1,-1.53,"Python, Java, SQL, APIs"
2022-12-23,BYJU'S,HR Manager,12+ years,Bangalore,654523,50,0,1.15,"Communication, Problem Solving, Team Work"
2022-12-23,ICICI Bank,Data Analyst,8-12 years,Chennai,992873,75,1,0.61,"SQL, Excel, Power BI, Python"
2022-12-23,Mahindra & Mahindra,DevOps Engineer,5-8 years,Bangalore,969153,22,1,4.88,"Linux, Docker, Kubernetes, AWS"
2022-12-23,Zomato,Data Analyst,0-1 years,Pune,720297,12,1,-0.13,"SQL, Excel, Power BI, Python"
2022-12-24,Jio Platforms,Machine Learning Engineer,1-3 years,Ahmedabad,1331686,21,1,9.57,"Communication, Problem Solving, Team Work"
2022-12-24,BYJU'S,UI/UX Designer,0-1 years,Ahmedabad,351164,57,0,-3.75,"Communication, Problem Solving, Team Work"
2022-12-24,ICICI Bank,Finance Analyst,5-8 years,Mumbai,583130,64,0,1.62,"Communication, Problem Solving, Team Work"
2022-12-24,State Bank of India,Data Scientist,1-3 years,Delhi,936120,97,1,-0.03,"Python, Machine Learning, Pandas, NumPy"
2022-12-24,Capgemini India,Cybersecurity Analyst,3-5 years,Gurugram,2225666,94,1,8.83,"Communication, Problem Solving, Team Work"
2022-12-24,Deloitte India,Software Engineer,0-1 years,Gurugram,846517,11,0,5.38,"Java, Python, Data Structures, OOPs"
2022-12-25,HDFC Bank,HR Manager,12+ years,Gurugram,1793101,74,0,3.42,"Communication, Problem Solving, Team Work"
2022-12-25,Paytm,UI/UX Designer,12+ years,Hyderabad,817964,18,1,11.24,"Communication, Problem Solving, Team Work"
2022-12-25,Paytm,Digital Marketing Specialist,12+ years,Kolkata,465171,60,0,1.47,"Communication, Problem Solving, Team Work"
2022-12-25,State Bank of India,Software Engineer,1-3 years,Hyderabad,765729,94,1,3.21,"Java, Python, Data Structures, OOPs"
2022-12-25,HDFC Bank,Digital Marketing Specialist,8-12 years,Kolkata,1068561,66,0,2.11,"Communication, Problem Solving, Team Work"
2022-12-25,Infosys,Digital Marketing Specialist,8-12 years,Pune,548459,96,0,-1.07,"Communication, Problem Solving, Team Work"
2022-12-25,Tata Consultancy Services,Finance Analyst,5-8 years,Chennai,484814,27,1,4.24,"Communication, Problem Solving, Team Work"
2022-12-25,Tata Consultancy Services,Business Analyst,0-1 years,Hyderabad,1306751,22,0,7.88,"Excel, SQL, Power BI, Business Intelligence"
2022-12-26,Zomato,Cloud Architect,0-1 years,Gurugram,3335104,58,0,11.68,"Communication, Problem Solving, Team Work"
2022-12-26,Swiggy,Business Analyst,1-3 years,Bangalore,1339861,65,0,4.63,"Excel, SQL, Power BI, Business Intelligence"
2022-12-26,Axis Bank,Operations Manager,12+ years,Gurugram,1062643,61,1,-3.35,"Communication, Problem Solving, Team Work"
2022-12-26,Bharat Petroleum,Cloud Architect,12+ years,Hyderabad,1910411,41,1,-4.08,"Communication, Problem Solving, Team Work"
2022-12-26,Indian Oil Corporation,Product Manager,8-12 years,Ahmedabad,1113479,65,0,1.37,"Communication, Problem Solving, Team Work"
2022-12-26,Mahindra & Mahindra,Operations Manager,8-12 years,Kolkata,1809889,65,1,5.8,"Communication, Problem Solving, Team Work"
2022-12-26,Bharat Petroleum,Finance Analyst,0-1 years,Kolkata,1113693,65,0,5.77,"Communication, Problem Solving, Team Work"
2022-12-26,PhonePe,Machine Learning Engineer,3-5 years,Ahmedabad,2115864,35,0,-1.41,"Communication, Problem Solving, Team Work"
2022-12-26,PhonePe,Frontend Developer,5-8 years,Pune,833861,59,0,-4.27,"HTML, CSS, JavaScript, UI/UX"
2022-12-26,Flipkart,Software Engineer,0-1 years,Noida,1185424,54,0,1.16,"Java, Python, Data Structures, OOPs"
2022-12-27,Reliance Industries,DevOps Engineer,12+ years,Noida,1846281,66,0,1.47,"Linux, Docker, Kubernetes, AWS"
2022-12-27,Tata Consultancy Services,Digital Marketing Specialist,1-3 years,Noida,536959,26,0,-4.68,"Communication, Problem Solving, Team Work"
2022-12-27,Paytm,Cybersecurity Analyst,3-5 years,Kolkata,1486251,14,0,9.31,"Communication, Problem Solving, Team Work"
2022-12-27,Flipkart,Business Analyst,8-12 years,Delhi,994581,32,0,4.08,"Excel, SQL, Power BI, Business Intelligence"
2022-12-27,Maruti Suzuki,Finance Analyst,1-3 years,Hyderabad,347094,46,1,5.92,"Communication, Problem Solving, Team Work"
2022-12-27,PhonePe,DevOps Engineer,0-1 years,Gurugram,604177,18,0,-0.28,"Linux, Docker, Kubernetes, AWS"
2022-12-27,Infosys,Business Analyst,12+ years,Pune,976734,60,1,-4.83,"Excel, SQL, Power BI, Business Intelligence"
2022-12-27,HCL Technologies,Digital Marketing Specialist,1-3 years,Kolkata,913247,32,0,8.73,"Communication, Problem Solving, Team Work"
2022-12-27,Adani Enterprises,HR Manager,0-1 years,Ahmedabad,915119,92,0,2.59,"Communication, Problem Solving, Team Work"
2022-12-27,Hindustan Unilever,Business Analyst,3-5 years,Noida,1014571,75,0,7.56,"Excel, SQL, Power BI, Business Intelligence"
2022-12-27,Deloitte India,Cybersecurity Analyst,8-12 years,Noida,2007154,20,0,1.77,"Communication, Problem Solving, Team Work"
2022-12-27,BYJU'S,Data Analyst,12+ years,Gurugram,367746,52,0,5.66,"SQL, Excel, Power BI, Python"
2022-12-27,PhonePe,Backend Developer,5-8 years,Chennai,1305114,38,1,2.95,"Python, Java, SQL, APIs"
2022-12-28,Zomato,Product Manager,12+ years,Bangalore,2688463,55,1,-2.18,"Communication, Problem Solving, Team Work"
2022-12-28,Wipro,Finance Analyst,5-8 years,Bangalore,1025409,25,0,6.41,"Communication, Problem Solving, Team Work"
2022-12-28,ICICI Bank,Software Engineer,12+ years,Ahmedabad,1284675,83,0,1.47,"Java, Python, Data Structures, OOPs"
2022-12-28,PhonePe,DevOps Engineer,3-5 years,Pune,903395,45,1,11.34,"Linux, Docker, Kubernetes, AWS"
2022-12-28,Tech Mahindra,Cloud Architect,12+ years,Bangalore,1380709,41,0,6.9,"Communication, Problem Solving, Team Work"
2022-12-28,Zomato,Data Scientist,1-3 years,Mumbai,1477553,95,0,-4.96,"Python, Machine Learning, Pandas, NumPy"
2022-12-28,ICICI Bank,Business Analyst,5-8 years,Ahmedabad,720564,16,1,-0.56,"Excel, SQL, Power BI, Business Intelligence"
2022-12-28,HDFC Bank,Business Analyst,0-1 years,Kolkata,874857,71,1,-2.96,"Excel, SQL, Power BI, Business Intelligence"
2022-12-28,Bharat Petroleum,Product Manager,3-5 years,Chennai,3298511,54,0,11.3,"Communication, Problem Solving, Team Work"
2022-12-28,HDFC Bank,Business Analyst,1-3 years,Noida,1024837,97,1,4.25,"Excel, SQL, Power BI, Business Intelligence"
2022-12-28,Bharat Petroleum,Backend Developer,1-3 years,Pune,1742503,31,0,-4.64,"Python, Java, SQL, APIs"
2022-12-29,Hindustan Unilever,UI/UX Designer,0-1 years,Mumbai,426180,59,1,-0.54,"Communication, Problem Solving, Team Work"
2022-12-29,Swiggy,Digital Marketing Specialist,3-5 years,Hyderabad,575627,75,0,-4.15,"Communication, Problem Solving, Team Work"
2022-12-29,Tech Mahindra,HR Manager,1-3 years,Chennai,913918,34,1,3.86,"Communication, Problem Solving, Team Work"
2022-12-29,Zomato,Cybersecurity Analyst,3-5 years,Noida,1723328,91,0,3.25,"Communication, Problem Solving, Team Work"
2022-12-29,ICICI Bank,Operations Manager,1-3 years,Noida,1775012,14,0,1.73,"Communication, Problem Solving, Team Work"
2022-12-29,Indian Oil Corporation,Machine Learning Engineer,3-5 years,Chennai,1705628,53,0,11.87,"Communication, Problem Solving, Team Work"
2022-12-29,Amazon India,Data Scientist,1-3 years,Mumbai,2092810,57,1,-2.11,"Python, Machine Learning, Pandas, NumPy"
2022-12-29,Deloitte India,Frontend Developer,5-8 years,Mumbai,571335,76,1,4.39,"HTML, CSS, JavaScript, UI/UX"
2022-12-30,HDFC Bank,UI/UX Designer,5-8 years,Gurugram,600083,50,1,10.76,"Communication, Problem Solving, Team Work"
2022-12-30,Tata Consultancy Services,UI/UX Designer,8-12 years,Bangalore,951946,18,1,-0.13,"Communication, Problem Solving, Team Work"
2022-12-30,Bharat Petroleum,Finance Analyst,0-1 years,Chennai,865324,25,0,11.35,"Communication, Problem Solving, Team Work"
2022-12-30,Kotak Mahindra Bank,DevOps Engineer,5-8 years,Noida,1793713,26,1,8.54,"Linux, Docker, Kubernetes, AWS"
2022-12-30,Accenture India,Digital Marketing Specialist,3-5 years,Hyderabad,306376,56,0,10.46,"Communication, Problem Solving, Team Work"
2022-12-30,Zomato,Data Analyst,0-1 years,Bangalore,789359,63,1,-1.88,"SQL, Excel, Power BI, Python"
2022-12-30,Accenture India,Product Manager,3-5 years,Pune,2050375,75,1,11.17,"Communication, Problem Solving, Team Work"
2022-12-30,PhonePe,Operations Manager,1-3 years,Pune,1956765,44,0,9.79,"Communication, Problem Solving, Team Work"
2022-12-30,Reliance Industries,HR Manager,8-12 years,Gurugram,498707,92,0,-2.35,"Communication, Problem Solving, Team Work"
2022-12-30,Bharat Petroleum,Data Analyst,8-12 years,Pune,619577,88,0,0.77,"SQL, Excel, Power BI, Python"
2022-12-31,ICICI Bank,Business Analyst,3-5 years,Chennai,804987,57,1,10.61,"Excel, SQL, Power BI, Business Intelligence"
2022-12-31,Mahindra & Mahindra,Finance Analyst,3-5 years,Gurugram,1179178,53,1,-3.16,"Communication, Problem Solving, Team Work"
2022-12-31,State Bank of India,Software Engineer,3-5 years,Kolkata,839522,10,0,9.71,"Java, Python, Data Structures, OOPs"
2022-12-31,Deloitte India,Digital Marketing Specialist,0-1 years,Ahmedabad,553713,51,1,9.69,"Communication, Problem Solving, Team Work"
2022-12-31,Maruti Suzuki,Finance Analyst,5-8 years,Chennai,692881,14,1,10.56,"Communication, Problem Solving, Team Work"
2022-12-31,HCL Technologies,Product Manager,3-5 years,Kolkata,1887213,10,1,4.11,"Communication, Problem Solving, Team Work"
2022-12-31,Swiggy,Finance Analyst,1-3 years,Noida,622490,34,0,2.22,"Communication, Problem Solving, Team Work"
2022-12-31,Reliance Industries,UI/UX Designer,5-8 years,Bangalore,698108,22,1,-2.8,"Communication, Problem Solving, Team Work"
2023-01-01,Kotak Mahindra Bank,DevOps Engineer,5-8 years,Kolkata,1972285,16,1,2.98,"Linux, Docker, Kubernetes, AWS"
2023-01-01,Swiggy,Business Analyst,5-8 years,Chennai,634347,49,0,3.92,"Excel, SQL, Power BI, Business Intelligence"
2023-01-01,Paytm,HR Manager,8-12 years,Hyderabad,817269,65,1,-3.59,"Communication, Problem Solving, Team Work"
2023-01-01,IBM India,Cybersecurity Analyst,3-5 years,Chennai,1313237,87,0,-4.16,"Communication, Problem Solving, Team Work"
2023-01-01,IBM India,HR Manager,3-5 years,Hyderabad,1566756,91,1,7.99,"Communication, Problem Solving, Team Work"
2023-01-01,HDFC Bank,Frontend Developer,1-3 years,Noida,952502,19,0,10.15,"HTML, CSS, JavaScript, UI/UX"
2023-01-01,State Bank of India,Cloud Architect,1-3 years,Kolkata,4218446,39,1,4.37,"Communication, Problem Solving, Team Work"
2023-01-01,Paytm,Finance Analyst,3-5 years,Pune,513707,84,1,8.32,"Communication, Problem Solving, Team Work"
2023-01-01,Indian Oil Corporation,Business Analyst,3-5 years,Chennai,976541,50,1,1.69,"Excel, SQL, Power BI, Business Intelligence"
2023-01-01,Amazon India,Data Analyst,8-12 years,Bangalore,309167,30,1,1.4,"SQL, Excel, Power BI, Python"
2023-01-01,HDFC Bank,DevOps Engineer,5-8 years,Delhi,1875818,11,1,4.13,"Linux, Docker, Kubernetes, AWS"
2023-01-02,Aditya Birla Group,Product Manager,8-12 years,Hyderabad,2143472,64,1,10.77,"Communication, Problem Solving, Team Work"
2023-01-02,State Bank of India,HR Manager,8-12 years,Ahmedabad,1685422,48,0,10.23,"Communication, Problem Solving, Team Work"
2023-01-02,Adani Enterprises,Data Analyst,8-12 years,Hyderabad,822307,12,1,3.11,"SQL, Excel, Power BI, Python"
2023-01-02,HCL Technologies,Backend Developer,5-8 years,Bangalore,567593,13,1,6.11,"Python, Java, SQL, APIs"
2023-01-02,HCL Technologies,Cloud Architect,5-8 years,Noida,4232495,39,1,0.0,"Communication, Problem Solving, Team Work"
2023-01-02,Tata Consultancy Services,HR Manager,3-5 years,Gurugram,631682,88,0,3.25,"Communication, Problem Solving, Team Work"
2023-01-02,HCL Technologies,Operations Manager,5-8 years,Noida,997689,30,1,3.52,"Communication, Problem Solving, Team Work"
2023-01-02,Wipro,Finance Analyst,1-3 years,Hyderabad,620840,49,1,10.17,"Communication, Problem Solving, Team Work"
2023-01-03,Larsen & Toubro,HR Manager,8-12 years,Hyderabad,1425993,88,1,-4.78,"Communication, Problem Solving, Team Work"
2023-01-03,Deloitte India,Operations Manager,3-5 years,Hyderabad,893989,74,0,9.41,"Communication, Problem Solving, Team Work"
2023-01-03,Zomato,Operations Manager,5-8 years,Gurugram,1343767,63,1,-3.06,"Communication, Problem Solving, Team Work"
2023-01-03,BYJU'S,Finance Analyst,5-8 years,Pune,497927,48,0,10.3,"Communication, Problem Solving, Team Work"
2023-01-04,Maruti Suzuki,HR Manager,0-1 years,Bangalore,420045,28,0,2.88,"Communication, Problem Solving, Team Work"
2023-01-04,Zomato,Product Manager,5-8 years,Noida,3640170,68,1,1.23,"Communication, Problem Solving, Team Work"
2023-01-04,Larsen & Toubro,Digital Marketing Specialist,5-8 years,Mumbai,777907,47,0,0.83,"Communication, Problem Solving, Team Work"
2023-01-04,Aditya Birla Group,UI/UX Designer,1-3 years,Ahmedabad,1047142,72,1,1.98,"Communication, Problem Solving, Team Work"
2023-01-04,Maruti Suzuki,Finance Analyst,1-3 years,Chennai,905783,26,0,5.77,"Communication, Problem Solving, Team Work"
2023-01-04,HDFC Bank,DevOps Engineer,8-12 years,Delhi,857564,62,1,8.4,"Linux, Docker, Kubernetes, AWS"
2023-01-04,Capgemini India,UI/UX Designer,8-12 years,Kolkata,645429,89,1,10.74,"Communication, Problem Solving, Team Work"
2023-01-04,BYJU'S,Cloud Architect,0-1 years,Kolkata,1385686,98,1,-4.72,"Communication, Problem Solving, Team Work"
2023-01-04,Zomato,Cloud Architect,12+ years,Bangalore,1268572,49,0,-4.42,"Communication, Problem Solving, Team Work"
2023-01-04,Flipkart,Software Engineer,1-3 years,Noida,700744,16,0,-2.43,"Java, Python, Data Structures, OOPs"
2023-01-04,BYJU'S,Finance Analyst,5-8 years,Bangalore,644762,76,1,2.35,"Communication, Problem Solving, Team Work"
2023-01-05,Adani Enterprises,HR Manager,3-5 years,Noida,498598,26,0,9.98,"Communication, Problem Solving, Team Work"
2023-01-05,Kotak Mahindra Bank,Frontend Developer,5-8 years,Noida,1431583,73,1,6.39,"HTML, CSS, JavaScript, UI/UX"
2023-01-05,IBM India,Backend Developer,5-8 years,Bangalore,721808,93,0,-4.67,"Python, Java, SQL, APIs"
2023-01-05,Larsen & Toubro,Backend Developer,3-5 years,Noida,1593106,28,1,5.47,"Python, Java, SQL, APIs"
2023-01-05,Flipkart,Software Engineer,8-12 years,Kolkata,565944,95,1,-4.02,"Java, Python, Data Structures, OOPs"
2023-01-06,Reliance Industries,DevOps Engineer,5-8 years,Noida,1836415,39,1,6.77,"Linux, Docker, Kubernetes, AWS"
2023-01-06,BYJU'S,Backend Developer,0-1 years,Chennai,1027376,80,0,7.15,"Python, Java, SQL, APIs"
2023-01-06,Amazon India,Digital Marketing Specialist,12+ years,Ahmedabad,579771,19,1,-0.95,"Communication, Problem Solving, Team Work"
2023-01-06,Indian Oil Corporation,Product Manager,8-12 years,Mumbai,1605167,14,0,4.99,"Communication, Problem Solving, Team Work"
2023-01-06,Accenture India,Software Engineer,1-3 years,Bangalore,1262374,38,0,7.89,"Java, Python, Data Structures, OOPs"
2023-01-07,Swiggy,Machine Learning Engineer,1-3 years,Bangalore,2923350,36,0,0.79,"Communication, Problem Solving, Team Work"
2023-01-07,Mahindra & Mahindra,UI/UX Designer,1-3 years,Hyderabad,905961,79,1,-2.42,"Communication, Problem Solving, Team Work"
2023-01-07,Deloitte India,Operations Manager,8-12 years,Pune,964575,56,0,-2.33,"Communication, Problem Solving, Team Work"
2023-01-07,HCL Technologies,Cloud Architect,0-1 years,Noida,2365492,21,0,2.27,"Communication, Problem Solving, Team Work"
2023-01-07,HCL Technologies,UI/UX Designer,5-8 years,Noida,674354,17,1,5.13,"Communication, Problem Solving, Team Work"
2023-01-07,Swiggy,UI/UX Designer,3-5 years,Bangalore,447215,58,1,4.17,"Communication, Problem Solving, Team Work"
2023-01-08,Bharat Petroleum,Cloud Architect,3-5 years,Hyderabad,3352647,78,0,5.97,"Communication, Problem Solving, Team Work"
2023-01-08,Jio Platforms,Cloud Architect,0-1 years,Chennai,2716818,95,1,9.69,"Communication, Problem Solving, Team Work"
2023-01-08,Wipro,HR Manager,5-8 years,Kolkata,575938,98,0,3.46,"Communication, Problem Solving, Team Work"
2023-01-08,Capgemini India,Cybersecurity Analyst,3-5 years,Gurugram,990163,62,1,-1.65,"Communication, Problem Solving, Team Work"
2023-01-08,State Bank of India,HR Manager,8-12 years,Delhi,1490783,46,0,-0.48,"Communication, Problem Solving, Team Work"
2023-01-08,Jio Platforms,HR Manager,0-1 years,Chennai,1772447,94,0,9.59,"Communication, Problem Solving, Team Work"
2023-01-08,Aditya Birla Group,DevOps Engineer,5-8 years,Kolkata,2038209,80,1,1.25,"Linux, Docker, Kubernetes, AWS"
2023-01-09,Aditya Birla Group,Cloud Architect,1-3 years,Delhi,2661216,27,1,-2.47,"Communication, Problem Solving, Team Work"
2023-01-09,Deloitte India,Cybersecurity Analyst,5-8 years,Chennai,2410259,36,1,3.5,"Communication, Problem Solving, Team Work"
2023-01-09,Deloitte India,Backend Developer,8-12 years,Hyderabad,850262,83,1,10.08,"Python, Java, SQL, APIs"
2023-01-09,Bharat Petroleum,Software Engineer,0-1 years,Pune,874220,40,1,3.53,"Java, Python, Data Structures, OOPs"
2023-01-09,Indian Oil Corporation,Business Analyst,3-5 years,Ahmedabad,1437663,94,0,4.33,"Excel, SQL, Power BI, Business Intelligence"
2023-01-09,Tata Motors,Product Manager,1-3 years,Bangalore,2040182,63,1,-0.49,"Communication, Problem Solving, Team Work"
2023-01-10,HDFC Bank,Frontend Developer,3-5 years,Chennai,953302,10,0,-2.07,"HTML, CSS, JavaScript, UI/UX"
2023-01-10,Tata Consultancy Services,Data Scientist,3-5 years,Ahmedabad,1359705,55,0,9.52,"Python, Machine Learning, Pandas, NumPy"
2023-01-10,IBM India,HR Manager,3-5 years,Pune,910830,38,1,2.3,"Communication, Problem Solving, Team Work"
2023-01-10,Infosys,Operations Manager,0-1 years,Pune,1606554,41,0,3.77,"Communication, Problem Solving, Team Work"
2023-01-10,IBM India,Data Scientist,12+ years,Bangalore,1356557,12,0,-4.47,"Python, Machine Learning, Pandas, NumPy"
2023-01-10,ICICI Bank,Frontend Developer,0-1 years,Bangalore,1415083,45,1,-0.37,"HTML, CSS, JavaScript, UI/UX"
2023-01-10,Bharat Petroleum,Software Engineer,3-5 years,Delhi,1283413,15,1,1.94,"Java, Python, Data Structures, OOPs"
2023-01-10,Tata Consultancy Services,DevOps Engineer,1-3 years,Kolkata,1053099,80,0,9.61,"Linux, Docker, Kubernetes, AWS"
2023-01-11,Aditya Birla Group,Data Analyst,12+ years,Bangalore,487186,94,0,1.17,"SQL, Excel, Power BI, Python"
2023-01-11,Accenture India,Machine Learning Engineer,12+ years,Pune,1530849,89,0,10.13,"Communication, Problem Solving, Team Work"
2023-01-11,Swiggy,Cybersecurity Analyst,8-12 years,Kolkata,720521,37,0,7.67,"Communication, Problem Solving, Team Work"
2023-01-11,Zomato,Digital Marketing Specialist,3-5 years,Ahmedabad,863384,62,1,11.26,"Communication, Problem Solving, Team Work"
2023-01-11,Paytm,Machine Learning Engineer,8-12 years,Kolkata,2981346,92,1,9.71,"Communication, Problem Solving, Team Work"
2023-01-11,Deloitte India,Frontend Developer,1-3 years,Hyderabad,638255,24,0,2.71,"HTML, CSS, JavaScript, UI/UX"
2023-01-11,Tata Consultancy Services,HR Manager,8-12 years,Chennai,650399,21,0,1.98,"Communication, Problem Solving, Team Work"
2023-01-12,Adani Enterprises,Finance Analyst,8-12 years,Mumbai,933152,27,0,5.16,"Communication, Problem Solving, Team Work"
2023-01-12,Amazon India,UI/UX Designer,1-3 years,Delhi,1042258,95,1,-3.28,"Communication, Problem Solving, Team Work"
2023-01-12,ICICI Bank,Business Analyst,8-12 years,Delhi,1268272,36,0,9.34,"Excel, SQL, Power BI, Business Intelligence"
2023-01-12,State Bank of India,Cloud Architect,8-12 years,Hyderabad,2070543,62,1,7.52,"Communication, Problem Solving, Team Work"
2023-01-12,Swiggy,Digital Marketing Specialist,12+ years,Bangalore,629364,76,1,7.34,"Communication, Problem Solving, Team Work"
2023-01-13,State Bank of India,Backend Developer,3-5 years,Pune,963548,78,1,9.48,"Python, Java, SQL, APIs"
2023-01-13,Capgemini India,Finance Analyst,1-3 years,Bangalore,621547,11,1,-0.97,"Communication, Problem Solving, Team Work"
2023-01-13,HDFC Bank,Frontend Developer,1-3 years,Ahmedabad,1056092,72,1,9.38,"HTML, CSS, JavaScript, UI/UX"
2023-01-13,Adani Enterprises,Data Analyst,1-3 years,Mumbai,945571,54,0,-3.04,"SQL, Excel, Power BI, Python"
2023-01-13,Axis Bank,Software Engineer,12+ years,Kolkata,932295,73,0,5.17,"Java, Python, Data Structures, OOPs"
2023-01-13,Adani Enterprises,Cybersecurity Analyst,5-8 years,Noida,1910226,63,1,-4.2,"Communication, Problem Solving, Team Work"
2023-01-13,Mahindra & Mahindra,Operations Manager,0-1 years,Mumbai,1348861,28,1,0.98,"Communication, Problem Solving, Team Work"
2023-01-13,Adani Enterprises,Backend Developer,1-3 years,Kolkata,1381484,11,0,-3.02,"Python, Java, SQL, APIs"
2023-01-14,Indian Oil Corporation,Frontend Developer,1-3 years,Kolkata,1256969,57,1,0.74,"HTML, CSS, JavaScript, UI/UX"
2023-01-14,Paytm,Business Analyst,8-12 years,Ahmedabad,1273046,71,0,11.8,"Excel, SQL, Power BI, Business Intelligence"
2023-01-14,Aditya Birla Group,Cloud Architect,0-1 years,Bangalore,1604233,90,0,10.4,"Communication, Problem Solving, Team Work"
2023-01-14,Accenture India,Frontend Developer,12+ years,Kolkata,678893,96,1,2.84,"HTML, CSS, JavaScript, UI/UX"
2023-01-14,Infosys,Data Scientist,5-8 years,Noida,1094940,53,1,-0.02,"Python, Machine Learning, Pandas, NumPy"
2023-01-14,Wipro,HR Manager,3-5 years,Mumbai,886894,22,1,-4.2,"Communication, Problem Solving, Team Work"
2023-01-14,Deloitte India,Backend Developer,5-8 years,Delhi,616602,20,1,2.07,"Python, Java, SQL, APIs"
2023-01-14,Paytm,UI/UX Designer,5-8 years,Mumbai,589322,16,1,8.89,"Communication, Problem Solving, Team Work"
2023-01-14,Tech Mahindra,Product Manager,3-5 years,Pune,2099417,60,1,8.63,"Communication, Problem Solving, Team Work"
2023-01-15,Swiggy,Cloud Architect,3-5 years,Ahmedabad,1881282,31,0,8.67,"Communication, Problem Solving, Team Work"
2023-01-15,Indian Oil Corporation,UI/UX Designer,1-3 years,Chennai,342828,28,0,3.99,"Communication, Problem Solving, Team Work"
2023-01-15,PhonePe,Data Analyst,8-12 years,Bangalore,747605,93,0,4.13,"SQL, Excel, Power BI, Python"
2023-01-15,Indian Oil Corporation,Frontend Developer,0-1 years,Pune,1014329,67,0,9.6,"HTML, CSS, JavaScript, UI/UX"
2023-01-15,IBM India,Backend Developer,5-8 years,Mumbai,1394627,93,1,2.62,"Python, Java, SQL, APIs"
2023-01-15,State Bank of India,Finance Analyst,8-12 years,Gurugram,656468,58,1,8.76,"Communication, Problem Solving, Team Work"
2023-01-15,HDFC Bank,Data Analyst,8-12 years,Chennai,983865,99,0,6.66,"SQL, Excel, Power BI, Python"
2023-01-15,Jio Platforms,Digital Marketing Specialist,12+ years,Gurugram,1140309,82,1,8.45,"Communication, Problem Solving, Team Work"
2023-01-16,Kotak Mahindra Bank,Product Manager,8-12 years,Hyderabad,3448809,23,1,-2.17,"Communication, Problem Solving, Team Work"
2023-01-16,Maruti Suzuki,Backend Developer,5-8 years,Kolkata,598456,66,1,0.49,"Python, Java, SQL, APIs"
2023-01-16,Kotak Mahindra Bank,Finance Analyst,3-5 years,Gurugram,659084,19,1,-2.01,"Communication, Problem Solving, Team Work"
2023-01-16,BYJU'S,Product Manager,12+ years,Delhi,3993353,70,0,-4.86,"Communication, Problem Solving, Team Work"
2023-01-16,Tech Mahindra,Cloud Architect,12+ years,Chennai,1644585,61,1,6.66,"Communication, Problem Solving, Team Work"
2023-01-16,Indian Oil Corporation,Business Analyst,0-1 years,Ahmedabad,682614,75,0,7.0,"Excel, SQL, Power BI, Business Intelligence"
2023-01-16,Flipkart,Operations Manager,5-8 years,Noida,1461512,74,1,9.73,"Communication, Problem Solving, Team Work"
2023-01-16,Amazon India,Software Engineer,8-12 years,Hyderabad,750768,14,0,6.77,"Java, Python, Data Structures, OOPs"
